,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
624,DQ398042,Unassigned,Unassigned,Unassigned,834_0,Clustered,67,VC_834_0,67,0.8942,1.0,0.8942,0,0,0,1.0
625,DQ398043,Unassigned,Unassigned,Unassigned,231_0,Clustered,5,VC_231_0,5,0.072,0.99999995,0.072,0,0,0,1.0
626,DQ398044,Unassigned,Unassigned,Unassigned,397_0,Clustered,24,VC_397_0,24,0.5528,1.0,0.5528,0,0,0,1.0
627,DQ398045,Unassigned,Unassigned,Unassigned,570_54,Clustered,7,VC_570_54,7,0.0532,1.0,0.0532,0,0,0,0.8095
628,DQ398046,Unassigned,Unassigned,Unassigned,396_1,Clustered,53,VC_396_1,53,0.1667,1.0,0.1667,0,0,0,0.6161
629,DQ398047,Unassigned,Unassigned,Unassigned,614_0,Clustered,20,VC_614_0,20,0.8364,1.0,0.8364,0,0,0,1.0
630,DQ398048,Unassigned,Unassigned,Unassigned,551_0,Clustered,32,VC_551_0,32,0.9277,1.0,0.9277,0,0,0,1.0
631,DQ398049,Unassigned,Unassigned,Unassigned,552_0,Clustered,41,VC_552_0,41,0.9921,1.0,0.9921,0,0,0,1.0
632,DQ398050,Unassigned,Unassigned,Unassigned,570_53,Clustered,3,VC_570_53,3,0.0201,0.9972002,0.02,0,0,0,1.0
633,DQ398051,Unassigned,Unassigned,Unassigned,614_0,Clustered,20,VC_614_0,20,0.8364,1.0,0.8364,0,0,0,1.0
634,DQ398052,Unassigned,Unassigned,Unassigned,837_0,Clustered,5,VC_837_0,5,0.4212,0.9999998,0.4212,0,0,0,1.0
635,DQ398053,Unassigned,Unassigned,Unassigned,608_28,Clustered/Singleton,1,VC_608_28,1,0.0,0.0,0.0,0,0,0,1.0
636,DQ426904,Unassigned,Unassigned,Unassigned,4_0,Clustered,7,VC_4_0,7,0.8393,1.0,0.8393,0,0,0,1.0
637,DQ426905,Unassigned,Unassigned,Unassigned,4_0,Clustered,7,VC_4_0,7,0.8393,1.0,0.8393,0,0,0,1.0
638,DQ431235,Unassigned,Unassigned,Unassigned,839_0,Clustered,137,VC_839_0,137,1.0,0.0,0.0,0,0,0,1.0
639,DQ466086,Unassigned,Unassigned,Unassigned,150_1,Clustered,4,VC_150_1,4,0.2326,0.99996811,0.2326,0,0,0,1.0
640,DQ490056,Unassigned,Unassigned,Unassigned,840_0,Clustered,2,VC_840_0,2,0.9342,0.65422141,0.6112,0,0,0,1.0
641,DQ500118,Unassigned,Unassigned,Unassigned,845_0,Clustered,5,VC_845_0,5,0.798,0.9999986,0.798,0,0,0,0.9
642,DQ517338,Unassigned,Unassigned,Unassigned,9_0,Clustered,39,VC_9_0,39,0.4935,1.0,0.4935,0,0,0,1.0
643,DQ529280,Unassigned,Unassigned,Unassigned,649_2,Clustered,10,VC_649_2,10,0.3027,1.0,0.3027,0,0,0,1.0
644,DQ530359,Unassigned,Unassigned,Unassigned,9_0,Clustered,39,VC_9_0,39,0.4935,1.0,0.4935,0,0,0,1.0
645,DQ530360,Unassigned,Unassigned,Unassigned,9_0,Clustered,39,VC_9_0,39,0.4935,1.0,0.4935,0,0,0,1.0
646,DQ530361,Unassigned,Unassigned,Unassigned,10_0,Clustered,25,VC_10_0,25,0.3405,1.0,0.3405,0,0,0,0.97
647,DQ530362,Unassigned,Unassigned,Unassigned,11_1,Clustered,24,VC_11_1,24,0.2714,1.0,0.2714,0,0,0,0.9384
648,DQ631426,Unassigned,Unassigned,Unassigned,193_0,Clustered,53,VC_193_0,53,0.9171,1.0,0.9171,0,0,0,1.0
649,DQ674738,Unassigned,Unassigned,Unassigned,5_0,Clustered,28,VC_5_0,28,0.9091,1.0,0.9091,0,0,0,1.0
650,DQ777876,Unassigned,Unassigned,Unassigned,125_0,Clustered,10,VC_125_0,10,0.464,1.0,0.464,0,0,0,0.7556
651,DQ785801,Unassigned,Unassigned,Unassigned,66_0,Clustered,2,VC_66_0,2,0.1201,0.9133165,0.1097,0,0,0,1.0
652,DQ831957,Unassigned,Unassigned,Unassigned,73_0,Clustered,20,VC_73_0,20,0.6149,1.0,0.6149,0,0,0,1.0
653,DQ832317,Unassigned,Unassigned,Unassigned,850_5,Clustered,2,VC_850_5,2,0.0055,0.14752644,0.0008,0,0,0,1.0
654,DQ834250,Unassigned,Unassigned,Unassigned,73_0,Clustered,20,VC_73_0,20,0.6149,1.0,0.6149,0,0,0,1.0
655,DQ836063,Unassigned,Unassigned,Unassigned,332_0,Clustered,2,VC_332_0,2,0.1663,0.99999996,0.1663,0,0,0,1.0
656,DQ838728,Unassigned,Unassigned,Unassigned,271_0,Clustered,41,VC_271_0,41,0.5506,1.0,0.5506,0,0,0,1.0
657,DQ840344,Unassigned,Unassigned,Unassigned,149_0,Clustered,2,VC_149_0,2,0.2146,0.90860162,0.1949,0,0,0,1.0
658,DQ864624,Unassigned,Unassigned,Unassigned,788_0,Clustered,24,VC_788_0,24,0.5597,1.0,0.5597,0,0,0,1.0
659,DQ873690,Unassigned,Unassigned,Unassigned,193_0,Clustered,53,VC_193_0,53,0.9171,1.0,0.9171,0,0,0,1.0
660,DQ875742,Unassigned,Unassigned,Unassigned,854_0,Clustered,5,VC_854_0,5,0.8295,0.99999701,0.8295,0,0,0,1.0
661,DQ904452,Unassigned,Unassigned,Unassigned,296_104,Clustered,2,VC_296_104,2,0.0024,0.91032861,0.0022,0,0,0,1.0
662,DQ908929,Unassigned,Unassigned,Unassigned,11_0,Clustered,21,VC_11_0,21,0.2304,1.0,0.2304,0,0,0,0.9857
663,DQ997624,Unassigned,Unassigned,Unassigned,503_0,Clustered,4,VC_503_0,4,0.9588,0.9985103,0.9574,0,0,0,1.0
664,EF056009,Unassigned,Unassigned,Unassigned,856_2,Clustered,39,VC_856_2,39,0.5821,1.0,0.5821,0,0,0,0.9825
665,EF057797,Unassigned,Unassigned,Unassigned,139_0,Clustered,5,VC_139_0,5,0.3875,0.99999594,0.3875,0,0,0,0.9
666,EF068134,Unassigned,Unassigned,Unassigned,205_0,Clustered,14,VC_205_0,14,0.9978,0.99729968,0.9951,0,0,0,1.0
667,EF108464,Unassigned,Unassigned,Unassigned,333_0,Clustered,14,VC_333_0,14,0.9121,1.0,0.9121,0,0,0,1.0
668,EF108465,Unassigned,Unassigned,Unassigned,333_0,Clustered,14,VC_333_0,14,0.9121,1.0,0.9121,0,0,0,1.0
669,EF153632,Unassigned,Unassigned,Unassigned,87_0,Clustered,3,VC_87_0,3,0.0932,0.99710234,0.093,0,0,0,1.0
670,EF160123,Unassigned,Unassigned,Unassigned,478_0,Clustered,6,VC_478_0,6,0.1124,1.0,0.1124,0,0,0,1.0
671,EF177456,Unassigned,Unassigned,Unassigned,681_0,Clustered,120,VC_681_0,120,0.7257,1.0,0.7257,0,0,0,0.8923
672,EF204939,Unassigned,Unassigned,Unassigned,333_0,Clustered,14,VC_333_0,14,0.9121,1.0,0.9121,0,0,0,1.0
673,EF204940,Unassigned,Unassigned,Unassigned,333_0,Clustered,14,VC_333_0,14,0.9121,1.0,0.9121,0,0,0,1.0
674,EF372997,Unassigned,Unassigned,Unassigned,359_0,Clustered,32,VC_359_0,32,0.9861,1.0,0.9861,0,0,0,1.0
675,EF380009,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
676,EF380010,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
677,EF380011,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
678,EF380012,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
679,EF380013,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
680,EF380014,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
681,EF380015,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
682,EF380016,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
683,EF380017,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
684,EF380018,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
685,EF380019,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
686,EF380020,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
687,EF380021,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
688,EF380022,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
689,EF380023,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
690,EF380024,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
691,EF380025,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
692,EF380026,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
693,EF380027,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
694,EF380028,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
695,EF380029,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
696,EF380030,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
697,EF380031,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
698,EF380032,Unassigned,Unassigned,Unassigned,317_0,Clustered,155,VC_317_0,155,0.9979,1.0,0.9979,0,0,0,1.0
699,EF432053,Unassigned,Unassigned,Unassigned,869_0,Clustered,3,VC_869_0,3,1.0,0.0,0.0,0,0,0,1.0
700,EF437941,Unassigned,Unassigned,Unassigned,640_0,Clustered,28,VC_640_0,28,0.9967,1.0,0.9967,0,0,0,1.0
701,EF460875,Unassigned,Unassigned,Unassigned,870_0,Clustered,36,VC_870_0,36,0.9828,1.0,0.9828,0,0,0,1.0
702,EF462197,Unassigned,Unassigned,Unassigned,7_0,Clustered,29,VC_7_0,29,0.3942,1.0,0.3942,0,0,0,0.9951
703,EF462198,Unassigned,Unassigned,Unassigned,8_0,Clustered,69,VC_8_0,69,0.8286,1.0,0.8286,0,0,0,0.9275
704,EF462199,Unassigned,Unassigned,Unassigned,7_0,Clustered,29,VC_7_0,29,0.3942,1.0,0.3942,0,0,0,0.9951
705,EF469154,Unassigned,Unassigned,Unassigned,301_6,Clustered,13,VC_301_6,13,0.1228,1.0,0.1228,0,0,0,0.8205
706,EF506570,Unassigned,Unassigned,Unassigned,872_0,Clustered,3,VC_872_0,3,1.0,0.0,0.0,0,0,0,1.0
707,EF529515,Unassigned,Unassigned,Unassigned,269_0,Clustered,46,VC_269_0,46,0.5234,1.0,0.5234,0,0,0,1.0
708,EF536069,Unassigned,Unassigned,Unassigned,570_18,Clustered/Singleton,1,VC_570_18,1,0.0,0.0,0.0,0,0,0,1.0
709,EF537008,Unassigned,Unassigned,Unassigned,853_0,Clustered,3,VC_853_0,3,0.4942,0.99442863,0.4914,0,0,0,1.0
710,EF579802,Unassigned,Unassigned,Unassigned,878_0,Clustered,2,VC_878_0,2,0.154,0.0,0.0,0,0,0,1.0
711,EF583821,Unassigned,Unassigned,Unassigned,95_2,Clustered/Singleton,1,VC_95_2,1,0.0,0.0,0.0,0,0,0,1.0
712,EU030938,Unassigned,Unassigned,Unassigned,648_0,Clustered,50,VC_648_0,50,0.9989,1.0,0.9989,0,0,0,1.0
713,EU030939,Unassigned,Unassigned,Unassigned,648_0,Clustered,50,VC_648_0,50,0.9989,1.0,0.9989,0,0,0,1.0
714,EU056923,Unassigned,Unassigned,Unassigned,446_0,Clustered,49,VC_446_0,49,0.949,1.0,0.949,0,0,0,1.0
715,EU078592,Unassigned,Unassigned,Unassigned,45_0,Clustered,39,VC_45_0,39,0.596,1.0,0.596,0,0,0,0.9676
716,EU081845,Unassigned,Unassigned,Unassigned,880_0,Clustered,3,VC_880_0,3,0.4197,0.99700507,0.4185,0,0,0,1.0
717,EU100883,Unassigned,Unassigned,Unassigned,887_0,Clustered,5,VC_887_0,5,0.9291,0.99977619,0.9289,0,0,0,1.0
718,EU100884,Unassigned,Unassigned,Unassigned,887_0,Clustered,5,VC_887_0,5,0.9291,0.99977619,0.9289,0,0,0,1.0
719,EU124666,Unassigned,Unassigned,Unassigned,674_0,Clustered,17,VC_674_0,17,0.861,1.0,0.861,0,0,0,1.0
720,EU136189,Unassigned,Unassigned,Unassigned,104_0,Clustered,33,VC_104_0,33,0.7342,1.0,0.7342,0,0,0,1.0
721,EU197055,Unassigned,Unassigned,Unassigned,367_3,Clustered/Singleton,1,VC_367_3,1,0.0,0.0,0.0,0,0,0,1.0
722,EU203571,Unassigned,Unassigned,Unassigned,894_0,Clustered,20,VC_894_0,20,0.917,1.0,0.917,0,0,0,1.0
723,EU221285,Unassigned,Unassigned,Unassigned,220_0,Clustered,102,VC_220_0,102,0.406,1.0,0.406,0,0,0,0.787
724,EU236438,Unassigned,Unassigned,Unassigned,446_0,Clustered,49,VC_446_0,49,0.949,1.0,0.949,0,0,0,1.0
725,EU246945,Unassigned,Unassigned,Unassigned,313_0,Clustered,18,VC_313_0,18,0.589,1.0,0.589,0,0,0,0.8366
726,EU272036,Unassigned,Unassigned,Unassigned,193_0,Clustered,53,VC_193_0,53,0.9171,1.0,0.9171,0,0,0,1.0
727,EU272037,Unassigned,Unassigned,Unassigned,193_0,Clustered,53,VC_193_0,53,0.9171,1.0,0.9171,0,0,0,1.0
728,EU311208,Unassigned,Unassigned,Unassigned,42_1,Clustered,35,VC_42_1,35,0.4219,1.0,0.4219,0,0,0,1.0
729,EU330206,Unassigned,Unassigned,Unassigned,898_1,Clustered,27,VC_898_1,27,0.5605,1.0,0.5605,0,0,0,1.0
730,EU340421,Unassigned,Unassigned,Unassigned,685_0,Clustered,7,VC_685_0,7,1.0,0.0,0.0,0,0,0,1.0
731,EU350361,Unassigned,Unassigned,Unassigned,899_0,Clustered,3,VC_899_0,3,1.0,0.0,0.0,0,0,0,1.0
732,EU399241,Unassigned,Unassigned,Unassigned,139_0,Clustered,5,VC_139_0,5,0.3875,0.99999594,0.3875,0,0,0,0.9
733,EU408779,Unassigned,Unassigned,Unassigned,447_0,Clustered,7,VC_447_0,7,0.9041,0.9996286,0.9038,0,0,0,1.0
734,EU418428,Unassigned,Unassigned,Unassigned,158_9,Clustered,69,VC_158_9,69,0.4492,1.0,0.4492,0,0,0,0.8009
735,EU545650,Unassigned,Unassigned,Unassigned,375_0,Clustered,7,VC_375_0,7,0.8381,1.0,0.8381,0,0,0,1.0
736,EU547803,Unassigned,Unassigned,Unassigned,409_0,Clustered,54,VC_409_0,54,0.8942,1.0,0.8942,0,0,0,1.0
737,EU568876,Unassigned,Unassigned,Unassigned,834_0,Clustered,67,VC_834_0,67,0.8942,1.0,0.8942,0,0,0,1.0
738,EU570103,Unassigned,Unassigned,Unassigned,30_1,Clustered,48,VC_30_1,48,0.6087,1.0,0.6087,0,0,0,0.9273
739,EU588980,Unassigned,Unassigned,Unassigned,901_0,Clustered,9,VC_901_0,9,0.9907,1.0,0.9907,0,0,0,1.0
740,EU622808,Unassigned,Unassigned,Unassigned,902_0,Clustered,20,VC_902_0,20,0.7233,1.0,0.7233,0,0,0,1.0
741,EU652770,Unassigned,Unassigned,Unassigned,414_0,Clustered,4,VC_414_0,4,0.0443,0.99997648,0.0443,0,0,0,1.0
742,EU676000,Unassigned,Unassigned,Unassigned,614_0,Clustered,20,VC_614_0,20,0.8364,1.0,0.8364,0,0,0,1.0
743,EU710883,Unassigned,Unassigned,Unassigned,348_0,Clustered,11,VC_348_0,11,0.5344,1.0,0.5344,0,0,0,1.0
744,EU716414,Unassigned,Unassigned,Unassigned,84_0,Clustered,42,VC_84_0,42,0.5703,1.0,0.5703,0,0,0,0.9779
745,EU717894,Unassigned,Unassigned,Unassigned,125_0,Clustered,10,VC_125_0,10,0.464,1.0,0.464,0,0,0,0.7556
746,EU719189,Unassigned,Unassigned,Unassigned,150_2,Clustered,6,VC_150_2,6,0.3534,1.0,0.3534,0,0,0,0.8667
747,EU734170,Unassigned,Unassigned,Unassigned,410_0,Clustered,53,VC_410_0,53,0.7873,1.0,0.7873,0,0,0,1.0
748,EU734171,Unassigned,Unassigned,Unassigned,410_0,Clustered,53,VC_410_0,53,0.7873,1.0,0.7873,0,0,0,1.0
749,EU734172,Unassigned,Unassigned,Unassigned,476_0,Clustered,113,VC_476_0,113,0.982,1.0,0.982,0,0,0,1.0
750,EU734173,Unassigned,Unassigned,Unassigned,906_0,Clustered,142,VC_906_0,142,0.9617,1.0,0.9617,0,0,0,0.9999
751,EU734174,Unassigned,Unassigned,Unassigned,417_0,Clustered,128,VC_417_0,128,0.9618,1.0,0.9618,0,0,0,1.0
752,EU744248,Unassigned,Unassigned,Unassigned,346_9,Clustered,5,VC_346_9,5,0.0204,0.99999976,0.0204,0,0,0,0.8
753,EU744249,Unassigned,Unassigned,Unassigned,346_0,Clustered,2,VC_346_0,2,0.0079,0.91510459,0.0072,0,0,0,1.0
754,EU744251,Unassigned,Unassigned,Unassigned,346_47,Clustered,3,VC_346_47,3,0.0155,0.99718661,0.0155,0,0,0,1.0
755,EU744252,Unassigned,Unassigned,Unassigned,346_0,Clustered,2,VC_346_0,2,0.0079,0.91510459,0.0072,0,0,0,1.0
756,EU770221,Unassigned,Unassigned,Unassigned,397_0,Clustered,24,VC_397_0,24,0.5528,1.0,0.5528,0,0,0,1.0
757,EU770222,Unassigned,Unassigned,Unassigned,616_0,Clustered,8,VC_616_0,8,0.4889,1.0,0.4889,0,0,0,1.0
758,EU771092,Unassigned,Unassigned,Unassigned,902_0,Clustered,20,VC_902_0,20,0.7233,1.0,0.7233,0,0,0,1.0
759,EU794049,Unassigned,Unassigned,Unassigned,31_0,Clustered,10,VC_31_0,10,0.5323,1.0,0.5323,0,0,0,1.0
760,EU816588,Unassigned,Unassigned,Unassigned,602_6,Clustered,22,VC_602_6,22,0.1198,1.0,0.1198,0,0,0,0.8052
761,EU816589,Unassigned,Unassigned,Unassigned,552_0,Clustered,41,VC_552_0,41,0.9921,1.0,0.9921,0,0,0,1.0
762,EU816590,Unassigned,Unassigned,Unassigned,570_53,Clustered,3,VC_570_53,3,0.0201,0.9972002,0.02,0,0,0,1.0
763,EU816591,Unassigned,Unassigned,Unassigned,602_2,Clustered,17,VC_602_2,17,0.0955,1.0,0.0955,0,0,0,0.9779
764,EU826466,Unassigned,Unassigned,Unassigned,609_0,Clustered,2,VC_609_0,2,0.0108,0.91304449,0.0098,0,0,0,1.0
765,EU826467,Unassigned,Unassigned,Unassigned,608_27,Clustered,3,VC_608_27,3,0.0063,0.48325482,0.0031,0,0,0,0.6667
766,EU826468,Unassigned,Unassigned,Unassigned,608_25,Clustered/Singleton,1,VC_608_25,1,0.0,0.0,0.0,0,0,0,1.0
767,EU826469,Unassigned,Unassigned,Unassigned,608_26,Clustered/Singleton,1,VC_608_26,1,0.0,0.0,0.0,0,0,0,1.0
768,EU826470,Unassigned,Unassigned,Unassigned,346_36,Clustered,17,VC_346_36,17,0.0715,1.0,0.0715,0,0,0,0.7132
769,EU826471,Unassigned,Unassigned,Unassigned,608_2,Clustered,2,VC_608_2,2,0.0031,0.2451522,0.0008,0,0,0,1.0
770,EU855793,Unassigned,Unassigned,Unassigned,811_0,Clustered,3,VC_811_0,3,0.2008,0.99619937,0.2,0,0,0,1.0
771,EU861004,Unassigned,Unassigned,Unassigned,9_0,Clustered,39,VC_9_0,39,0.4935,1.0,0.4935,0,0,0,1.0
772,EU861005,Unassigned,Unassigned,Unassigned,8_0,Clustered,69,VC_8_0,69,0.8286,1.0,0.8286,0,0,0,0.9275
773,EU863408,Unassigned,Unassigned,Unassigned,640_0,Clustered,28,VC_640_0,28,0.9967,1.0,0.9967,0,0,0,1.0
774,EU863409,Unassigned,Unassigned,Unassigned,301_6,Clustered,13,VC_301_6,13,0.1228,1.0,0.1228,0,0,0,0.8205
775,EU874396,Unassigned,Unassigned,Unassigned,153_0,Clustered,5,VC_153_0,5,0.4748,0.99999988,0.4748,0,0,0,1.0
776,EU877232,Unassigned,Unassigned,Unassigned,349_31,Clustered,10,VC_349_31,10,0.0495,1.0,0.0495,0,0,0,0.8
777,EU887664,Unassigned,Unassigned,Unassigned,910_0,Clustered,5,VC_910_0,5,0.8827,0.99999664,0.8827,0,0,0,1.0
778,Ettinger_c_000000024595,Unassigned,Unassigned,Unassigned,911_0,Clustered,2,VC_911_0,2,1.0,0.0,0.0,0,0,0,1.0
779,Ettinger_c_000000064377,Unassigned,Unassigned,Unassigned,916_0,Clustered,2,VC_916_0,2,0.2201,0.0,0.0,0,0,0,1.0
780,Ettinger_c_000000072374,Unassigned,Unassigned,Unassigned,917_0,Clustered,46,VC_917_0,46,0.8873,1.0,0.8873,0,0,0,1.0
781,Ettinger_c_000000081015,Unassigned,Unassigned,Unassigned,922_0,Clustered,3,VC_922_0,3,0.1921,0.8974359,0.1724,0,0,0,1.0
782,Ettinger_c_000000089825,Unassigned,Unassigned,Unassigned,917_0,Clustered,46,VC_917_0,46,0.8873,1.0,0.8873,0,0,0,1.0
783,Ettinger_c_000000114528,Unassigned,Unassigned,Unassigned,928_0,Clustered,2,VC_928_0,2,1.0,0.0,0.0,0,0,0,1.0
784,Ettinger_c_000000127381,Unassigned,Unassigned,Unassigned,931_0,Clustered,6,VC_931_0,6,0.8153,0.9998952,0.8152,0,0,0,1.0
785,Ettinger_c_000000142548,Unassigned,Unassigned,Unassigned,936_0,Clustered,2,VC_936_0,2,1.0,0.0,0.0,0,0,0,1.0
786,Ettinger_c_000000143671,Unassigned,Unassigned,Unassigned,937_0,Clustered,4,VC_937_0,4,1.0,0.0,0.0,0,0,0,1.0
787,Ettinger_c_000000145358,Unassigned,Unassigned,Unassigned,938_0,Clustered,4,VC_938_0,4,0.7915,0.99989226,0.7914,0,0,0,1.0
788,Ettinger_c_000000154804,Unassigned,Unassigned,Unassigned,925_0,Clustered,3,VC_925_0,3,0.2017,0.44066047,0.0889,0,0,0,1.0
789,Ettinger_c_000000159889,Unassigned,Unassigned,Unassigned,942_0,Clustered,2,VC_942_0,2,0.0401,0.91268852,0.0366,0,0,0,1.0
790,Ettinger_c_000000176917,Unassigned,Unassigned,Unassigned,949_0,Clustered,3,VC_949_0,3,1.0,0.0,0.0,0,0,0,1.0
791,Ettinger_c_000000184070,Unassigned,Unassigned,Unassigned,951_0,Clustered,2,VC_951_0,2,1.0,0.0,0.0,0,0,0,1.0
792,Ettinger_c_000000187590,Unassigned,Unassigned,Unassigned,952_0,Clustered,2,VC_952_0,2,0.2673,0.33333333,0.0891,0,0,0,1.0
793,Ettinger_c_000000266345,Unassigned,Unassigned,Unassigned,954_0,Clustered,5,VC_954_0,5,1.0,0.0,0.0,0,0,0,1.0
794,Ettinger_c_000000279667,Unassigned,Unassigned,Unassigned,956_0,Clustered,3,VC_956_0,3,0.4336,0.6,0.2602,0,0,0,1.0
795,Ettinger_c_000000295593,Unassigned,Unassigned,Unassigned,917_0,Clustered,46,VC_917_0,46,0.8873,1.0,0.8873,0,0,0,1.0
796,Ettinger_c_000000296404,Unassigned,Unassigned,Unassigned,960_0,Clustered,4,VC_960_0,4,0.6341,0.99525475,0.6311,0,0,0,1.0
797,Ettinger_c_000000304575,Unassigned,Unassigned,Unassigned,963_0,Clustered,4,VC_963_0,4,0.359,0.76529559,0.2748,0,0,0,1.0
798,Ettinger_c_000000307956,Unassigned,Unassigned,Unassigned,965_0,Clustered,2,VC_965_0,2,1.0,0.0,0.0,0,0,0,1.0
799,Ettinger_c_000000326398,Unassigned,Unassigned,Unassigned,917_0,Clustered,46,VC_917_0,46,0.8873,1.0,0.8873,0,0,0,1.0
800,Ettinger_c_000000332528,Unassigned,Unassigned,Unassigned,966_0,Clustered,2,VC_966_0,2,1.0,0.0,0.0,0,0,0,1.0
801,Ettinger_c_000000336299,Unassigned,Unassigned,Unassigned,917_0,Clustered,46,VC_917_0,46,0.8873,1.0,0.8873,0,0,0,1.0
802,Ettinger_c_000000345360,Unassigned,Unassigned,Unassigned,926_0,Clustered,2,VC_926_0,2,0.3657,0.77777778,0.2845,0,0,0,1.0
803,Ettinger_c_000000352373,Unassigned,Unassigned,Unassigned,937_0,Clustered,4,VC_937_0,4,1.0,0.0,0.0,0,0,0,1.0
804,Ettinger_c_000000371252,Unassigned,Unassigned,Unassigned,970_0,Clustered,2,VC_970_0,2,1.0,0.0,0.0,0,0,0,1.0
805,Ettinger_c_000000372429,Unassigned,Unassigned,Unassigned,917_0,Clustered,46,VC_917_0,46,0.8873,1.0,0.8873,0,0,0,1.0
806,Ettinger_c_000000372931,Unassigned,Unassigned,Unassigned,971_0,Clustered,2,VC_971_0,2,1.0,0.0,0.0,0,0,0,1.0
807,Ettinger_c_000000380791,Unassigned,Unassigned,Unassigned,972_0,Clustered,2,VC_972_0,2,0.7474,0.6,0.4484,0,0,0,1.0
808,Ettinger_c_000000390487,Unassigned,Unassigned,Unassigned,917_0,Clustered,46,VC_917_0,46,0.8873,1.0,0.8873,0,0,0,1.0
809,Ettinger_c_000000410655,Unassigned,Unassigned,Unassigned,794_0,Clustered,18,VC_794_0,18,0.6586,1.0,0.6586,0,0,0,1.0
810,Ettinger_c_000000432939,Unassigned,Unassigned,Unassigned,977_0,Clustered,3,VC_977_0,3,0.8709,0.8,0.6967,0,0,0,1.0
811,Ettinger_c_000000436806,Unassigned,Unassigned,Unassigned,176_0,Clustered,4,VC_176_0,4,0.2663,0.99987438,0.2663,0,0,0,1.0
812,Ettinger_c_000000442342,Unassigned,Unassigned,Unassigned,915_0,Clustered,4,VC_915_0,4,0.1472,0.33258014,0.0489,0,0,0,1.0
813,Ettinger_c_000000462987,Unassigned,Unassigned,Unassigned,796_0,Clustered,7,VC_796_0,7,0.2748,1.0,0.2748,0,0,0,1.0
814,Ettinger_c_000000467238,Unassigned,Unassigned,Unassigned,980_0,Clustered,2,VC_980_0,2,1.0,0.0,0.0,0,0,0,1.0
815,Ettinger_c_000000471989,Unassigned,Unassigned,Unassigned,982_0,Clustered,4,VC_982_0,4,0.5492,0.99998263,0.5492,0,0,0,1.0
816,Ettinger_c_000000504227,Unassigned,Unassigned,Unassigned,954_0,Clustered,5,VC_954_0,5,1.0,0.0,0.0,0,0,0,1.0
817,Ettinger_c_000000507251,Unassigned,Unassigned,Unassigned,986_0,Clustered,2,VC_986_0,2,1.0,0.0,0.0,0,0,0,1.0
818,Ettinger_c_000000525581,Unassigned,Unassigned,Unassigned,987_0,Clustered,2,VC_987_0,2,1.0,0.0,0.0,0,0,0,1.0
