Genome,VC.Status,Realm,Kingdom,Phylum,Class,Order,Family,VC
SoginMETA_k141_15296622,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1949_0
SoginMETA_k141_15315702,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1889_0
SoginMETA_k141_15511620,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,833_0
SoginMETA_k141_15594457,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,498_0
SoginMETA_k141_15606108,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1887_0
SoginMETA_k141_15627096,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,536_0
SoginMETA_k141_15650,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1952_0
SoginMETA_k141_15704500,Clustered,Varidnaviria,Bamfordvirae,Unclassified,Unclassified,Unclassified,Unclassified,1083_0
SoginMETA_k141_15743651,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1900_0
SoginMETA_k141_15785065,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1053_0
SoginMETA_k141_15885372,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,912_0
SoginMETA_k141_15887035,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1817_0
SoginMETA_k141_16032384,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,190_0
SoginMETA_k141_1614799,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1915_0
SoginMETA_k141_16483380,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1257_0
SoginMETA_k141_16522430,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1878_0
SoginMETA_k141_16590770,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1878_0
SoginMETA_k141_16747803,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1053_0
SoginMETA_k141_16825243,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,360_0
SoginMETA_k141_16985942,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,831_0
SoginMETA_k141_16995355,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1067_0
SoginMETA_k141_17072604,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1060_0
SoginMETA_k141_17247459,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1122_0
SoginMETA_k141_1749838,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1799_0
SoginMETA_k141_17648421,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1926_0
SoginMETA_k141_17690756,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,798_0
SoginMETA_k141_17722567,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1061_0
SoginMETA_k141_1787330,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,515_0
SoginMETA_k141_1792316,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1933_0
SoginMETA_k141_18090034,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,360_0
SoginMETA_k141_18106265,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1791_0
SoginMETA_k141_18125491,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1060_0
SoginMETA_k141_18165899,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,799_0
SoginMETA_k141_18174498,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,794_0
SoginMETA_k141_18176752,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,761_0
SoginMETA_k141_18235980,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,931_0
SoginMETA_k141_18253829,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,969_0
SoginMETA_k141_18321084,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1953_0
SoginMETA_k141_18334178,Clustered/Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,783_0
SoginMETA_k141_18405809,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1116_0
SoginMETA_k141_18872593,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1954_0
SoginMETA_k141_1901041,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,175_0
SoginMETA_k141_1925264,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,976_0
SoginMETA_k141_19459623,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1893_0
SoginMETA_k141_19595961,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1063_0
SoginMETA_k141_19612971,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,794_0
SoginMETA_k141_19632177,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1851_0
SoginMETA_k141_19742328,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1041_0
SoginMETA_k141_19797160,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1131_0
SoginMETA_k141_20132677,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1146_0
SoginMETA_k141_202876,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1029_0
SoginMETA_k141_20800443,Clustered,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Unclassified,Unclassified,1938_0
SoginMETA_k141_20868653,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1923_0
SoginMETA_k141_20888273,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1029_0
SoginMETA_k141_21013974,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1816_0
SoginMETA_k141_21040813,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1167_0
SoginMETA_k141_21107831,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1025_0
SoginMETA_k141_21136516,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1927_0
SoginMETA_k141_21196334,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,969_0
SoginMETA_k141_21272379,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1110_0
SoginMETA_k141_2129021,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1025_0
SoginMETA_k141_21389247,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1067_0
SoginMETA_k141_21562098,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,449_0
SoginMETA_k141_21576255,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1891_0
SoginMETA_k141_22065289,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,975_0
SoginMETA_k141_22282431,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1913_0
SoginMETA_k141_22287930,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,957_0
SoginMETA_k141_22290762,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,794_0
SoginMETA_k141_22392760,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1135_0
SoginMETA_k141_22429363,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1955_0
SoginMETA_k141_22457195,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1790_0
SoginMETA_k141_22583307,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1877_0
SoginMETA_k141_2270798,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1170_0
SoginMETA_k141_22716068,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,915_0
SoginMETA_k141_22778672,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1910_0
SoginMETA_k141_22781005,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,974_0
SoginMETA_k141_22875694,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1151_0
SoginMETA_k141_22976836,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1904_0
SoginMETA_k141_23078697,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1792_0
SoginMETA_k141_23257561,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1066_0
SoginMETA_k141_23272081,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1910_0
SoginMETA_k141_23276840,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,801_0
SoginMETA_k141_23398274,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1953_0
SoginMETA_k141_2350845,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,974_0
SoginMETA_k141_23533673,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1956_0
SoginMETA_k141_23580106,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1950_0
SoginMETA_k141_23704126,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1857_0
SoginMETA_k141_23917528,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1086_0
SoginMETA_k141_23983350,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,98_0
SoginMETA_k141_2423477,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,803_0
SoginMETA_k141_24366213,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,515_0
SoginMETA_k141_24404395,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Unclassified,1093_0
SoginMETA_k141_24535606,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1904_0
SoginMETA_k141_24768060,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1135_0
SoginMETA_k141_24999989,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,969_0
SoginMETA_k141_25038389,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1759_0
SoginMETA_k141_25089422,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1941_0
SoginMETA_k141_25128105,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1712_0
SoginMETA_k141_25215066,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,360_0
SoginMETA_k141_25231100,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1033_0
SoginMETA_k141_25241177,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,998_0
SoginMETA_k141_25242725,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,801_0
SoginMETA_k141_2530036,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1955_0
SoginMETA_k141_25404133,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1020_0
SoginMETA_k141_25407389,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1099_0
SoginMETA_k141_25487493,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1883_0
SoginMETA_k141_25699208,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1948_0
SoginMETA_k141_25816215,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,175_0
SoginMETA_k141_25961908,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1808_0
SoginMETA_k141_25968656,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,323_0
SoginMETA_k141_2601856,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,891_0
SoginMETA_k141_26089208,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1856_0
SoginMETA_k141_26121887,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1942_0
SoginMETA_k141_2614940,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,998_0
SoginMETA_k141_26351349,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,999_0
SoginMETA_k141_2643050,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1957_0
SoginMETA_k141_26515879,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,973_0
SoginMETA_k141_26556456,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1700_0
SoginMETA_k141_26652217,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1799_0
SoginMETA_k141_2666160,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1936_0
SoginMETA_k141_26689036,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1958_0
SoginMETA_k141_26697379,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,515_0
SoginMETA_k141_26714478,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1816_0
SoginMETA_k141_26761781,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,969_0
SoginMETA_k141_26845052,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1784_0
SoginMETA_k141_26858395,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,969_0
SoginMETA_k141_27008840,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1811_0
SoginMETA_k141_2705637,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1067_0
SoginMETA_k141_27060060,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,916_0
SoginMETA_k141_27294582,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,793_0
SoginMETA_k141_27637526,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1786_0
SoginMETA_k141_2768272,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1466_0
SoginMETA_k141_27814897,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1952_0
SoginMETA_k141_27835252,Clustered,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,1051_0
SoginMETA_k141_27893480,Clustered,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,796_0
SoginMETA_k141_27927786,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1812_0
SoginMETA_k141_28255734,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1871_0
SoginMETA_k141_2841685,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,794_0
SoginMETA_k141_28535939,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,579_0
SoginMETA_k141_28539305,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1159_0
SoginMETA_k141_28673421,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1128_0
SoginMETA_k141_28823555,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1028_0
SoginMETA_k141_28931823,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1766_0
SoginMETA_k141_29080753,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1957_0
SoginMETA_k141_2915307,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1932_0
SoginMETA_k141_29236090,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1904_0
SoginMETA_k141_29254736,Clustered/Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1787_1
SoginMETA_k141_29455504,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1336_0
SoginMETA_k141_2946709,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,973_0
SoginMETA_k141_29490045,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1131_0
SoginMETA_k141_2953310,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1804_0
SoginMETA_k141_2959826,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,969_0
SoginMETA_k141_29776903,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,807_0
SoginMETA_k141_29781368,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1929_0
SoginMETA_k141_29797401,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1867_0
SoginMETA_k141_2985614,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1858_0
SoginMETA_k141_299489,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1943_0
SoginMETA_k141_29978950,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,794_0
SoginMETA_k141_30022286,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1086_0
SoginMETA_k141_30072458,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,912_0
SoginMETA_k141_30245654,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,470_0
SoginMETA_k141_30259330,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1066_0
SoginMETA_k141_30601582,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,969_0
SoginMETA_k141_30731764,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1923_0
SoginMETA_k141_30870762,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1951_0
SoginMETA_k141_30982557,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,544_0
