user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Bin_METABAT__418-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__	N/A	N/A	N/A	N/A	N/A	GCF_002163855.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella sp002163855	93.29	0.691	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905480385.1, s__Winogradskyella sp905480385, 95.0, 81.97, 0.492; GCA_004211785.1, s__Winogradskyella sp004211785, 95.0, 80.47, 0.489; GCA_013042245.1, s__Winogradskyella sp013042245, 95.0, 80.44, 0.443; GCF_014635865.1, s__Winogradskyella haliclonae, 95.0, 79.87, 0.53; GCF_900129745.1, s__Winogradskyella jejuensis, 95.0, 79.54, 0.501; GCF_004346845.1, s__Winogradskyella wandonensis, 95.0, 79.03, 0.446; GCF_014297365.1, s__Winogradskyella echinorum, 95.0, 78.46, 0.333; GCF_900099995.1, s__Winogradskyella thalassocola, 95.0, 78.28, 0.279; GCA_003712105.1, s__Winogradskyella sp003712105, 95.0, 78.2, 0.362; GCF_013249065.1, s__Winogradskyella litoriviva, 95.0, 78.12, 0.33; GCA_002722255.1, s__Winogradskyella sp002722255, 95.0, 78.09, 0.219; GCA_000171875.1, s__Winogradskyella sp000171875, 95.0, 78.04, 0.325; GCF_013285155.1, s__Winogradskyella undariae, 95.0, 77.96, 0.282; GCA_016744625.1, s__Winogradskyella sp016744625, 95.0, 77.96, 0.325; GCF_003387355.1, s__Winogradskyella sediminis, 95.0, 77.93, 0.291; GCF_003386165.1, s__Winogradskyella eximia, 95.0, 77.92, 0.335; GCF_009741275.1, s__Winogradskyella endarachnes, 95.0, 77.89, 0.301; GCF_013403915.1, s__Winogradskyella pacifica, 95.0, 77.84, 0.267; GCF_015645385.1, s__Winogradskyella sp015645385, 95.0, 77.83, 0.285; GCA_002682935.1, s__Winogradskyella sp002682935, 95.0, 77.82, 0.267; GCF_013394655.1, s__Winogradskyella schleiferi, 95.0, 77.81, 0.25; GCF_003217215.1, s__Winogradskyella epiphytica, 95.0, 77.78, 0.222; GCF_000828715.1, s__Winogradskyella sp000828715, 95.0, 77.78, 0.35; GCF_013403985.1, s__Winogradskyella ludwigii, 95.0, 77.77, 0.309; GCF_013249045.1, s__Winogradskyella eckloniae, 95.0, 77.76, 0.285; GCF_000427335.1, s__Winogradskyella psychrotolerans, 95.0, 77.76, 0.287; GCF_013404085.1, s__Winogradskyella helgolandensis, 95.0, 77.73, 0.304; GCA_013213975.1, s__Winogradskyella sp013213975, 95.0, 77.67, 0.205; GCF_013403865.1, s__Winogradskyella costae, 95.0, 77.66, 0.255; GCF_018860565.1, s__Winogradskyella psychrotolerans_B, 95.0, 77.66, 0.316; GCF_013403925.1, s__Winogradskyella wichelsiae, 95.0, 77.65, 0.282; GCF_005869935.1, s__Winogradskyella algicola, 95.0, 77.6, 0.279; GCF_013403975.1, s__Winogradskyella ursingii, 95.0, 77.6, 0.224; GCF_013403955.1, s__Winogradskyella vidalii, 95.0, 77.59, 0.27; GCA_013213835.1, s__Winogradskyella sp013213835, 95.0, 77.55, 0.25; GCF_013394595.1, s__Winogradskyella forsetii, 95.0, 77.54, 0.262; GCF_009709615.1, s__Winogradskyella ouciana, 95.0, 77.52, 0.265; GCF_003335675.1, s__Winogradskyella sp003335675, 95.0, 77.5, 0.219; GCF_014243395.1, s__Winogradskyella flava, 95.0, 77.5, 0.289; GCA_013002225.1, s__Winogradskyella sp013002225, 95.0, 77.5, 0.193; GCF_018860545.1, s__Winogradskyella psychrotolerans_A, 95.0, 77.47, 0.294; GCF_001971725.1, s__Winogradskyella sp001971725, 95.0, 77.46, 0.246; GCA_002364335.1, s__Winogradskyella sp002364335, 95.0, 77.45, 0.315; GCF_019203985.1, s__Winogradskyella sp019203985, 95.0, 77.4, 0.28; GCA_013003655.1, s__Winogradskyella sp013003655, 95.0, 77.37, 0.106; GCF_003337305.1, s__Winogradskyella arenosi, 95.0, 77.35, 0.236; GCA_002706045.1, s__Winogradskyella sp002706045, 95.0, 77.34, 0.174; GCF_017581965.1, s__Winogradskyella sp017581965, 95.0, 77.29, 0.193; GCF_003260205.1, s__Winogradskyella tangerina, 95.0, 76.96, 0.193; GCF_002266855.1, s__Winogradskyella aurantia, 95.0, 76.95, 0.147; GCF_003362725.1, s__Winogradskyella aurantiaca, 95.0, 76.54, 0.097	49.27	11	0.99121	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bin_METABAT__420_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_003352085.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp003352085	77.03	0.225	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_017743885.1, s__Sulfitobacter sp001635605, 95.0, 77.76, 0.293; GCF_018200035.1, s__Sulfitobacter sp018200035, 95.0, 77.71, 0.329; GCF_003054325.1, s__Sulfitobacter mediterraneus, 95.0, 77.7, 0.291; GCF_000172095.1, s__Sulfitobacter indolifex, 95.0, 77.65, 0.261; GCF_900102535.1, s__Sulfitobacter delicatus, 95.0, 77.65, 0.257; GCF_003611275.1, s__Sulfitobacter sp001634775, 95.0, 77.63, 0.282; GCF_013346665.1, s__Sulfitobacter maritimus, 95.0, 77.62, 0.23; GCF_900106935.1, s__Sulfitobacter pontiacus, 95.0, 77.6, 0.255; GCF_010667575.1, s__Sulfitobacter sediminilitoris, 95.0, 77.59, 0.273; GCA_002703405.1, s__Sulfitobacter sp002703405, 95.0, 77.59, 0.238; GCF_900113435.1, s__Sulfitobacter dubius, 95.0, 77.57, 0.264; GCF_009363555.1, s__Sulfitobacter sp009363555, 95.0, 77.49, 0.288; GCF_001650875.1, s__Sulfitobacter sp001650875, 95.0, 77.48, 0.3; GCF_016801775.1, s__Sulfitobacter mediterraneus_A, 95.0, 77.47, 0.274; GCF_900112755.1, s__Sulfitobacter brevis, 95.0, 77.42, 0.245; GCF_003335585.1, s__Sulfitobacter sp003335585, 95.0, 77.42, 0.31; GCA_017854855.1, s__Sulfitobacter sp017854855, 95.0, 77.41, 0.258; GCF_000622365.1, s__Sulfitobacter noctilucae, 95.0, 77.35, 0.253; GCF_013282155.1, s__Sulfitobacter sp013282155, 95.0, 77.3, 0.265; GCF_000156335.1, s__Sulfitobacter sp000156335, 95.0, 77.26, 0.251; GCF_000622325.1, s__Sulfitobacter geojensis, 95.0, 77.25, 0.254; GCF_001886735.1, s__Sulfitobacter alexandrii, 95.0, 77.22, 0.256; GCF_000622385.1, s__Sulfitobacter noctilucicola, 95.0, 77.21, 0.236; GCF_006064855.1, s__Sulfitobacter sp006064855, 95.0, 77.21, 0.219; GCF_900116285.1, s__Sulfitobacter marinus, 95.0, 77.21, 0.212; GCF_900103185.1, s__Sulfitobacter litoralis, 95.0, 77.19, 0.225; GCF_000622405.1, s__Sulfitobacter donghicola, 95.0, 77.18, 0.212; GCF_001634885.1, s__Sulfitobacter sp001634885, 95.0, 77.15, 0.225; GCF_003352065.1, s__Sulfitobacter sp003352065, 95.0, 77.14, 0.225; GCA_017854675.1, s__Sulfitobacter sp017854675, 95.0, 77.09, 0.211; GCA_013139555.1, s__Sulfitobacter sp013139555, 95.0, 77.03, 0.197; GCF_014763045.1, s__Sulfitobacter aestuariivivens, 95.0, 77.01, 0.246; GCA_013002405.1, s__Sulfitobacter sp013002405, 95.0, 76.98, 0.225; GCA_011050655.1, s__Sulfitobacter sp011050655, 95.0, 76.9, 0.139; GCF_014196805.1, s__Sulfitobacter undariae, 95.0, 76.83, 0.181; GCA_002731875.1, s__Sulfitobacter sp002731875, 95.0, 76.6, 0.167; GCF_003610455.1, s__Sulfitobacter guttiformis, 95.0, 76.52, 0.148	83.5	11	0.97723	N/A
Bin_METABAT__421_1-contigs.cleaned	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002436415.1	95.0	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415	76.13	0.06	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	93.15	11	0.83812	N/A
Bin_METABAT__429_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__	ANI	classification based on placement in class-level tree	GCA_018661465.1, s__UBA9145 sp018661465, 95.0, 77.2, 0.056; GCA_003514305.1, s__UBA9145 sp003514305, 95.0, 77.04, 0.016; GCA_002726595.1, s__UBA9145 sp002726595, 95.0, 76.96, 0.026; GCA_017853205.1, s__UBA9145 sp003482475, 95.0, 76.73, 0.032; GCA_002731775.1, s__UBA9145 sp002731775, 95.0, 76.63, 0.022; GCA_012960305.1, s__UBA9145 sp012960305, 95.0, 76.61, 0.042; GCA_002457215.1, s__UBA9145 sp002457215, 95.0, 76.6, 0.035; GCA_018401885.1, s__UBA9145 sp018401885, 95.0, 76.52, 0.036; GCA_002684935.1, s__UBA9145 sp002684935, 95.0, 76.5, 0.029; GCA_905478195.1, s__UBA9145 sp003483155, 95.0, 76.49, 0.053; GCA_002401885.1, s__UBA9145 sp002401885, 95.0, 76.46, 0.041; GCA_007571115.1, s__UBA9145 sp007571115, 95.0, 76.39, 0.016; GCA_012103535.1, s__UBA9145 sp012103535, 95.0, 76.36, 0.054; GCA_009844085.1, s__UBA9145 sp009844085, 95.0, 76.35, 0.012; GCA_013204155.1, s__UBA9145 sp013204155, 95.0, 76.33, 0.037; GCA_009692305.1, s__UBA9145 sp009692305, 95.0, 76.31, 0.032; GCA_016762995.1, s__UBA9145 sp016762995, 95.0, 76.28, 0.051; GCA_002727755.1, s__UBA9145 sp002727755, 95.0, 76.24, 0.023; GCA_002730035.1, s__UBA9145 sp002730035, 95.0, 76.22, 0.027; GCA_002402175.1, s__UBA9145 sp002402175, 95.0, 76.22, 0.04; GCA_002172295.1, s__UBA9145 sp002172295, 95.0, 76.17, 0.014; GCA_008081045.1, s__UBA9145 sp008081045, 95.0, 76.16, 0.028; GCA_002714195.1, s__UBA9145 sp002714195, 95.0, 76.16, 0.022; GCA_002694855.1, s__UBA9145 sp002694855, 95.0, 76.16, 0.039; GCA_001438145.1, s__UBA9145 sp001438145, 95.0, 76.15, 0.04; GCA_902597095.1, s__UBA9145 sp902597095, 95.0, 76.14, 0.026; GCA_002477465.1, s__UBA9145 sp002477465, 95.0, 76.14, 0.033; GCA_902591495.1, s__UBA9145 sp902591495, 95.0, 76.12, 0.021; GCA_902537815.1, s__UBA9145 sp902537815, 95.0, 76.11, 0.024; GCA_002700775.1, s__UBA9145 sp002700775, 95.0, 76.1, 0.02; GCA_002377605.1, s__UBA9145 sp002377605, 95.0, 76.03, 0.034; GCA_016762975.1, s__UBA9145 sp016762975, 95.0, 75.98, 0.041; GCA_002729315.1, s__UBA9145 sp002729315, 95.0, 75.98, 0.021; GCA_002723195.1, s__UBA9145 sp002723195, 95.0, 75.94, 0.024; GCA_002691885.1, s__UBA9145 sp002691885, 95.0, 75.89, 0.024; GCA_002719575.1, s__UBA9145 sp002719575, 95.0, 75.87, 0.027; GCA_002712055.1, s__UBA9145 sp002712055, 95.0, 75.75, 0.024; GCA_902531515.1, s__UBA9145 sp902531515, 95.0, 75.72, 0.018; GCA_003451715.1, s__UBA9145 sp003451715, 95.0, 75.38, 0.015	90.29	11	0.90321	N/A
Bin_METABAT__43-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Oceanomicrobium;s__	N/A	N/A	N/A	N/A	N/A	GCF_009833495.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Oceanomicrobium;s__Oceanomicrobium pacificus	75.91	0.058	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Oceanomicrobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	65.43	11	0.90518	N/A
Bin_METABAT__430-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	97.02	11	0.83067	N/A
Bin_METABAT__433-contigs.cleaned	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	70.47	11	0.77493	N/A
Bin_METABAT__435_1-contigs.cleaned	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Mariniblastus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Mariniblastus;s__	ANI	classification based on placement in class-level tree	GCA_011523945.1, s__Mariniblastus sp011523945, 95.0, 76.16, 0.011; GCF_008087665.1, s__Mariniblastus fucicola, 95.0, 76.04, 0.028; GCA_014237975.1, s__Mariniblastus sp014237975, 95.0, 75.76, 0.019; GCA_011087765.1, s__Mariniblastus sp011087765, 95.0, 75.7, 0.017	77.88	11	0.8956	N/A
Bin_METABAT__436_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__JABDMD01;s__	N/A	N/A	N/A	N/A	N/A	GCA_014075255.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__JABDMD01;s__JABDMD01 sp014075255	79.31	0.536	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__JABDMD01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013001685.1, s__JABDMD01 sp013001685, 95.0, 78.92, 0.483	91.12	11	0.97695	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bin_METABAT__44-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	59.79	11	0.83019	N/A
Bin_METABAT__443-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Glaciecola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Glaciecola;s__	ANI	classification based on placement in class-level tree	GCF_018595715.1, s__Glaciecola sp018595715, 95.0, 78.01, 0.069; GCF_004798935.1, s__Glaciecola ruwaisensis, 95.0, 77.84, 0.055; GCF_000155775.1, s__Glaciecola sp000155775, 95.0, 77.82, 0.065; GCA_002292215.1, s__Glaciecola sp002292215, 95.0, 77.51, 0.048; GCF_000226565.1, s__Glaciecola nitratireducens, 95.0, 77.3, 0.055; GCA_002338515.1, s__Glaciecola sp002338515, 95.0, 77.15, 0.078; GCF_003203515.1, s__Glaciecola sp003203515, 95.0, 77.12, 0.059; GCF_015595035.1, s__Glaciecola sp015595035, 95.0, 76.98, 0.057; GCA_905479945.1, s__Glaciecola sp905479945, 95.0, 76.87, 0.062; GCF_000252165.1, s__Glaciecola punicea, 95.0, 76.82, 0.079; GCA_018623155.1, s__Glaciecola sp018623155, 95.0, 76.68, 0.051; GCA_014872805.1, s__Glaciecola sp014872805, 95.0, 76.46, 0.05; GCF_002836745.1, s__Glaciecola sp002836745, 95.0, 76.43, 0.048; GCF_000428905.1, s__Glaciecola pallidula, 95.0, 76.23, 0.051; GCA_002340325.1, s__Glaciecola sp002340325, 95.0, 76.16, 0.023	80.66	11	0.95575	N/A
Bin_METABAT__445_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aliishimia;s__	N/A	N/A	N/A	N/A	N/A	GCF_004803475.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aliishimia;s__Aliishimia ponticola	77.08	0.246	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aliishimia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	76.91	11	0.96743	N/A
Bin_METABAT__446_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.77	11	0.70966	N/A
Bin_METABAT__447_1-contigs.cleaned	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	87.33	11	0.81232	N/A
Bin_METABAT__449_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_010667575.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sediminilitoris	78.28	0.379	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017854855.1, s__Sulfitobacter sp017854855, 95.0, 78.38, 0.413; GCF_001650875.1, s__Sulfitobacter sp001650875, 95.0, 78.16, 0.323; GCF_000622325.1, s__Sulfitobacter geojensis, 95.0, 78.12, 0.335; GCF_003054325.1, s__Sulfitobacter mediterraneus, 95.0, 78.06, 0.319; GCF_003335585.1, s__Sulfitobacter sp003335585, 95.0, 77.99, 0.326; GCF_016801775.1, s__Sulfitobacter mediterraneus_A, 95.0, 77.91, 0.294; GCF_000622365.1, s__Sulfitobacter noctilucae, 95.0, 77.88, 0.343; GCA_017854675.1, s__Sulfitobacter sp017854675, 95.0, 77.8, 0.373; GCF_018200035.1, s__Sulfitobacter sp018200035, 95.0, 77.74, 0.319; GCF_009363555.1, s__Sulfitobacter sp009363555, 95.0, 77.72, 0.286; GCF_003611275.1, s__Sulfitobacter sp001634775, 95.0, 77.67, 0.271; GCF_900102535.1, s__Sulfitobacter delicatus, 95.0, 77.63, 0.259; GCF_900113435.1, s__Sulfitobacter dubius, 95.0, 77.58, 0.276; GCF_017743885.1, s__Sulfitobacter sp001635605, 95.0, 77.55, 0.29; GCF_000622385.1, s__Sulfitobacter noctilucicola, 95.0, 77.53, 0.302; GCA_002703405.1, s__Sulfitobacter sp002703405, 95.0, 77.52, 0.284; GCF_000172095.1, s__Sulfitobacter indolifex, 95.0, 77.5, 0.241; GCF_014763045.1, s__Sulfitobacter aestuariivivens, 95.0, 77.49, 0.274; GCF_000156335.1, s__Sulfitobacter sp000156335, 95.0, 77.48, 0.231; GCF_003352065.1, s__Sulfitobacter sp003352065, 95.0, 77.41, 0.245; GCF_013346665.1, s__Sulfitobacter maritimus, 95.0, 77.4, 0.245; GCA_013002405.1, s__Sulfitobacter sp013002405, 95.0, 77.37, 0.289; GCF_001634885.1, s__Sulfitobacter sp001634885, 95.0, 77.34, 0.22; GCF_900106935.1, s__Sulfitobacter pontiacus, 95.0, 77.34, 0.267; GCF_013282155.1, s__Sulfitobacter sp013282155, 95.0, 77.34, 0.265; GCF_900112755.1, s__Sulfitobacter brevis, 95.0, 77.33, 0.226; GCF_001886735.1, s__Sulfitobacter alexandrii, 95.0, 77.28, 0.263; GCF_000622405.1, s__Sulfitobacter donghicola, 95.0, 77.11, 0.209; GCF_900116285.1, s__Sulfitobacter marinus, 95.0, 77.06, 0.234; GCF_900103185.1, s__Sulfitobacter litoralis, 95.0, 77.04, 0.223; GCF_003352085.1, s__Sulfitobacter sp003352085, 95.0, 77.02, 0.181; GCF_006064855.1, s__Sulfitobacter sp006064855, 95.0, 76.96, 0.253; GCA_013139555.1, s__Sulfitobacter sp013139555, 95.0, 76.93, 0.255; GCA_002731875.1, s__Sulfitobacter sp002731875, 95.0, 76.73, 0.129; GCF_003610455.1, s__Sulfitobacter guttiformis, 95.0, 76.71, 0.142; GCA_011050655.1, s__Sulfitobacter sp011050655, 95.0, 76.68, 0.11; GCF_014196805.1, s__Sulfitobacter undariae, 95.0, 76.68, 0.167	75.38	11	0.9928	N/A
Bin_METABAT__456-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Litoreibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Litoreibacter;s__	ANI	classification based on placement in class-level tree	GCF_003054285.1, s__Litoreibacter ponti, 95.0, 79.08, 0.486; GCF_000442275.2, s__Litoreibacter arenae, 95.0, 78.82, 0.408; GCF_900129235.1, s__Litoreibacter ascidiaceicola, 95.0, 78.66, 0.368; GCF_004365635.1, s__Litoreibacter halocynthiae, 95.0, 78.41, 0.388; GCF_003663885.1, s__Litoreibacter meonggei, 95.0, 78.4, 0.374; GCF_900107015.1, s__Litoreibacter albidus, 95.0, 78.1, 0.34; GCF_900111945.1, s__Litoreibacter janthinus, 95.0, 77.83, 0.296; GCA_013042765.1, s__Litoreibacter sp013042765, 95.0, 77.52, 0.263; GCF_009811795.1, s__Litoreibacter roseus, 95.0, 76.72, 0.197	66.68	11	0.9608	N/A
Bin_METABAT__461-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;s__	N/A	N/A	N/A	N/A	N/A	GCF_000154725.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;s__Kordia algicida	82.2	0.662	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003352465.1, s__Kordia sp003352465, 95.0, 82.43, 0.726; GCF_014397005.1, s__Kordia aestuariivivens, 95.0, 81.59, 0.659; GCF_009901525.1, s__Kordia antarctica, 95.0, 81.36, 0.616; GCF_001005315.1, s__Kordia jejudonensis, 95.0, 81.36, 0.601; GCA_006383075.2, s__Kordia sp006383075, 95.0, 80.94, 0.566; GCF_003054265.1, s__Kordia periserrulae, 95.0, 80.9, 0.61; GCF_001005305.1, s__Kordia zhangzhouensis, 95.0, 79.04, 0.432	84.11	11	0.97144	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bin_METABAT__464_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__TMED27;s__	N/A	N/A	N/A	N/A	N/A	GCA_009995045.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__TMED27;s__TMED27 sp009995045	77.31	0.316	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__TMED27;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016764775.1, s__TMED27 sp016764775, 95.0, 76.36, 0.06; GCA_002167715.1, s__TMED27 sp002167715, 95.0, 76.27, 0.053; GCA_002687495.1, s__TMED27 sp002687495, 95.0, 76.16, 0.064	82.15	11	0.95678	N/A
Bin_METABAT__46_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Litoreibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Litoreibacter;s__	ANI	classification based on placement in class-level tree	GCF_003054285.1, s__Litoreibacter ponti, 95.0, 77.74, 0.26; GCF_003663885.1, s__Litoreibacter meonggei, 95.0, 77.41, 0.157; GCF_000442275.2, s__Litoreibacter arenae, 95.0, 77.35, 0.2; GCF_900129235.1, s__Litoreibacter ascidiaceicola, 95.0, 77.25, 0.184; GCF_004365635.1, s__Litoreibacter halocynthiae, 95.0, 77.24, 0.187; GCF_900107015.1, s__Litoreibacter albidus, 95.0, 77.22, 0.159; GCF_900111945.1, s__Litoreibacter janthinus, 95.0, 77.04, 0.154; GCA_013042765.1, s__Litoreibacter sp013042765, 95.0, 76.98, 0.159; GCF_009811795.1, s__Litoreibacter roseus, 95.0, 76.95, 0.131	83.08	11	0.95911	N/A
